world,248,122,579
world,248,122,580
world,248,122,581
world,248,122,582
world,248,122,583
world,248,122,584
world,248,122,585
world,248,122,586
world,248,122,587
world,249,122,572
world,249,122,573
world,249,122,574
world,249,122,575
world,249,122,576
world,249,122,577
world,249,122,578
world,249,122,579
world,249,122,580
world,249,122,581
world,249,122,582
world,249,122,583
world,249,122,584
world,249,122,585
world,249,122,586
world,249,122,587
world,250,122,572
world,250,122,573
world,250,122,574
world,250,122,575
world,250,122,576
world,250,122,577
world,250,122,578
world,250,122,579
world,250,122,580
world,250,122,581
world,250,122,582
world,250,122,583
world,250,122,584
world,250,122,585
world,250,122,586
world,250,122,587
world,251,122,572
world,251,122,573
world,251,122,574
world,251,122,575
world,251,122,576
world,251,122,577
world,251,122,578
world,251,122,579
world,251,122,580
world,251,122,581
world,251,122,582
world,251,122,583
world,251,122,584
world,251,122,585
world,251,122,586
world,251,122,587
world,252,122,572
world,252,122,573
world,252,122,574
world,252,122,575
world,252,122,576
world,252,122,577
world,252,122,578
world,252,122,579
world,252,122,580
world,252,122,581
world,252,122,582
world,252,122,583
world,252,122,584
world,252,122,585
world,252,122,586
world,252,122,587
world,253,122,572
world,253,122,573
world,253,122,574
world,253,122,575
world,253,122,576
world,253,122,577
world,253,122,578
world,253,122,579
world,253,122,580
world,253,122,581
world,253,122,582
world,253,122,583
world,253,122,584
world,253,122,585
world,253,122,586
world,253,122,587
world,254,122,572
world,254,122,573
world,254,122,574
world,254,122,575
world,254,122,576
world,254,122,577
world,254,122,578
world,254,122,579
world,254,122,580
world,254,122,581
world,254,122,582
world,254,122,583
world,254,122,584
world,254,122,585
world,254,122,586
world,254,122,587
world,231,123,572
world,231,123,576
world,231,123,580
world,231,123,584
world,235,123,572
world,235,123,576
world,235,123,580
world,235,123,584
world,239,123,572
world,239,123,576
world,239,123,580
world,239,123,584
world,243,123,572
world,243,123,576
world,243,123,580
world,243,123,584
world,247,123,572
world,247,123,576
world,247,123,580
world,247,123,584
world,251,123,572
world,251,123,576
world,251,123,580
world,251,123,584
world,243,123,575
world,243,124,575
world,243,125,575
world,243,123,576
world,243,124,576
world,243,125,576
world,243,123,577
world,243,124,577
world,243,125,577
world,244,123,575
world,244,124,575
world,244,125,575
world,244,125,576
world,244,123,577
world,244,124,577
world,244,125,577
world,245,123,575
world,245,124,575
world,245,125,575
world,245,123,576
world,245,124,576
world,245,125,576
world,245,123,577
world,245,124,577
world,245,125,577
